Grobgitter
Parametrisierung PARXC, PARYC, TMAXC
    3312    1721   0    3    1         NEL NVT NMT NVE NBCT
DCORVG
0 0
1 0
0.437032 0.49391
2 0
3 0
0.145294 0.498329
0.5 0
1.5 0
2.49656 0
3.49688 0
0.28666 0.50086
0.389137 0.255477
0.717218 0.251115
0.714724 0.739993
0.0764063 0.74914
0.0752732 0.25773
0.394859 0.755503
0.605935 0.120245
1.25628 0
2.25 0
3.25312 0
0.341356 0.0612065
0.710981 0.319981
0.576786 0.370743
2.74688 0
0.0353504 0.377716
0.181559 0.370277
0.111198 0.626302
0.858806 0.618387
0.55141 0.745521
0.591479 0.249872
0.862847 0.13337
0.857209 0.881875
0.0322051 0.873096
0.191962 0.24722
0.382204 0.558721
0.428271 0.383907
0.789296 0.434814
0.323826 0.877822
0.108923 0.366787
0.204938 0.562517
0.249688 0
0.702683 0.688126
0.746875 0
0.657752 0.866315
1.75 0
0.0492296 0.686816
0.21022 0.696925
0.695985 0.45039
3.75628 0
0.477052 0.739723
0.442335 0.129224
1.38128 0
0.0396438 0.12684
0.0727918 0.49821
0.658783 0.183331
1.125 0
2.125 0
3.12503 0
0.292427 0.19058
0.311863 0.578403
0.49972 0.309382
0.750721 0.567749
0.397429 0.809776
0.0919497 0.314151
0.178844 0.315426
0.137779 0.556635
0.349052 0.442654
0.124688 0
0.818685 0.75898
0.625 0
0.634752 0.750366
1.62187 0
0.0945765 0.682669
0.300434 0.714259
0.220996 0.497531
3.62469 0
0.412649 0.689224
0.175399 0.876926
0.534026 0.12125
0.882315 0.344042
2.375 0
3.37216 0
0.742982 0.0782239
0.473853 0.468985
0.597749 0.71875
0.0510206 0.809901
0.0617625 0.438849
0.0298521 0.247787
0.155791 0.438626
0.569313 0.813236
0.637847 0.321929
0.812438 0.0622787
0.754703 0.86304
0.922916 0.817172
2.87812 0
0.320412 0.347343
0.900518 0.457328
2.625 0
0.205729 0.621233
0.375 0
0.0550251 0.556014
3.875 0
0.917934 0.14213
0.925961 0.0638482
0.925964 0.936272
0.0216388 0.926798
0.308795 0.26463
0.335552 0.534275
0.405479 0.315463
0.0214513 0.400224
0.31361 0.807127
0.126233 0.778157
0.146286 0.341146
0.179123 0.52739
0.424532 0.435904
0.168103 0.0690136
0.697826 0.424147
0.572438 0.0595102
0.799785 0.272215
0.926327 0.561111
0.0866454 0.732591
0.25085 0.674877
0.527012 0.532828
0.481203 0.166233
0.436533 0.725513
0.285918 0.941744
0.468568 0.0699616
0.70523 0.0940755
0.949875 0.296507
0.800616 0.8458
3.31281 0
0.204431 0.878584
0.276508 0.0951695
0.439597 0.515626
0.157979 0.655599
0.58562 0.31217
0.65424 0.69956
0.188995 0.777916
0.0288835 0.49735
0.0566702 0.280589
0.249291 0.325504
0.110354 0.467221
0.255251 0.58918
0.0754109 0.60027
0.751606 0.342353
0.898381 0.715402
0.336399 0.10416
0.613702 0.516876
0.515243 0.214383
0.763535 0.157327
0.804821 0.925037
0.0467758 0.843444
0.0819864 0.88737
0.152638 0.179734
0.49174 0.393305
0.374512 0.905444
0.136776 0.278279
0.376112 0.154823
0.594074 0.749003
0.875 0
0.91259 0.63131
1.875 0
0.0344686 0.752174
0.0831745 0.658625
0.348969 0.732005
0.210361 0.413258
0.0231098 0.197314
0.375423 0.654423
0.602376 0.185317
0.893311 0.402638
0.0776639 0.404034
1.19131 0
0.243428 0.534136
0.765331 0.622461
0.67624 0.410686
0.158679 0.597741
0.100224 0.529949
0.331493 0.390884
0.684375 0
1.69063 0
0.19057 0.469618
3.6875 0
2.80938 0
2.43438 0
3.4375 0
0.0519944 0.186017
1.44375 0
3.9375 0
0.628169 0.220591
1.0625 0
2.0625 0
3.05938 0
0.34287 0.219212
0.352076 0.559579
0.450806 0.287738
0.768987 0.49521
0.307178 0.763471
0.10018 0.341957
0.18158 0.342438
0.178571 0.555262
0.397215 0.466593
0.552855 0.608686
0.708488 0.714245
0.620218 0.0637906
0.626536 0.815229
1.56281 0
0.0581018 0.734242
0.252924 0.701928
0.260266 0.497648
0.776332 0.788389
0.557281 0.563585
0.235857 0.978141
0.527155 0.0597027
0.783024 0.107679
1.31878 0
2.31562 0
0.498017 0.53234
0.235635 0.722745
0.236646 0.151416
